bird_species	photoID	horiz_dist_mm	escalon	measurement	height_mm	camera_height_mm	angle_degrees	angle_height	bill_length_sensor	wing_length_sensor	tarsus_length_sensor	body_length_sensor	focal_dist_mm	measuredBy	dist_bird_mm	bill_length_mm	wing_length_mm	tarsus_length_mm	body_length_mm
Turdus_rufiventris	zor_5m_4esc_40gr	5000	4	scaled_photograph	1260	1340	40	0.92	0.768	4.476	1.719	11.382	225	Flor	5000.64	22.282	99.495	38.211	253.004
Turdus_rufiventris	zor_5m_4esc_60gr	5000	4	scaled_photograph	1260	1340	60	0.92	0.781	4.238	1.64	10.941	225	Flor	5000.64	34.716	94.204	36.455	243.201
Turdus_rufiventris	zor_5m_5esc_0gr	5000	5	scaled_photograph	1550	1340	0	2.41	0.86	5.246	1.62	12.655	225	Flor	5004.41	19.128	116.698	36.037	281.513
Turdus_rufiventris	zor_5m_5esc_20gr	5000	5	scaled_photograph	1550	1340	20	2.41	0.806	4.873	1.543	12.157	225	Flor	5004.41	19.077	108.401	34.324	270.435
Turdus_rufiventris	zor_5m_5esc_40gr	5000	5	scaled_photograph	1550	1340	40	2.41	0.701	4.651	1.573	11.535	225	Flor	5004.41	20.353	103.462	34.992	256.598
Turdus_rufiventris	zor_5m_5esc_60gr	5000	5	scaled_photograph	1550	1340	60	2.41	0.653	3.913	1.683	10.279	225	Flor	5004.41	29.048	87.045	37.439	228.658
Turdus_rufiventris	zor_5m_6esc_0gr	5000	6	scaled_photograph	1840	1340	0	5.71	0.837	4.952	1.549	12.578	225	Flor	5024.94	18.693	110.61	34.599	280.948
Turdus_rufiventris	zor_5m_6esc_20gr	5000	6	scaled_photograph	1840	1340	20	5.71	0.875	4.97	1.651	12.078	225	Flor	5024.94	20.796	111.012	36.877	269.78
Turdus_rufiventris	zor_5m_6esc_40gr	5000	6	scaled_photograph	1840	1340	40	5.71	0.79	4.502	1.535	11.249	225	Flor	5024.94	23.031	100.559	34.286	251.263
Turdus_rufiventris	zor_5m_6esc_60gr	5000	6	scaled_photograph	1840	1340	60	5.71	0.714	4	1.608	10.383	225	Flor	5024.94	31.892	89.346	35.917	231.919
Turdus_rufiventris	zor_5m_7esc_0gr	5000	7	scaled_photograph	2130	1340	0	8.98	0.896	5.589	1.851	13.436	250	Flor	5062.03	18.142	113.184	37.485	272.095
Turdus_rufiventris	zor_5m_7esc_20gr	5000	7	scaled_photograph	2130	1340	20	8.98	0.981	5.332	1.848	13.107	250	Flor	5062.03	21.138	107.979	37.424	265.432
Turdus_rufiventris	zor_5m_7esc_40gr	5000	7	scaled_photograph	2130	1340	40	8.98	0.938	5.053	1.755	12.19	250	Flor	5062.03	24.793	102.329	35.541	246.862
Turdus_rufiventris	zor_5m_7esc_60gr	5000	7	scaled_photograph	2130	1340	60	8.98	0.877	4.248	1.89	10.953	250	Flor	5062.03	35.515	86.027	38.275	221.811
Turdus_rufiventris	zor_5m_8esc_0gr	5000	8	scaled_photograph	2420	1340	0	12.19	0.952	5.565	NA	13.429	250	Flor	5115.31	19.479	113.884	NA	274.816
Turdus_rufiventris	zor_5m_8esc_20gr	5000	8	scaled_photograph	2420	1340	20	12.19	1	5.21	NA	12.62	250	Flor	5115.31	21.774	106.619	NA	258.26
Turdus_rufiventris	zor_5m_8esc_40gr	5000	8	scaled_photograph	2420	1340	40	12.19	0.909	4.99	1.718	11.811	250	Flor	5115.31	24.28	102.117	35.158	241.705
Turdus_rufiventris	zor_5m_8esc_60gr	5000	8	scaled_photograph	2420	1340	60	12.19	0.936	4.681	1.558	11.435	250	Flor	5115.31	38.303	95.794	31.883	234.01
Turdus_rufiventris	zor_5m_9esc_0gr	5000	9	scaled_photograph	2710	1340	0	15.32	0.873	5.162	NA	12.816	250	Flor	5184.29	18.104	107.062	NA	265.808
Turdus_rufiventris	zor_5m_9esc_20gr	5000	9	scaled_photograph	2710	1340	20	15.32	1.044	5.261	1.448	12.249	250	Flor	5184.29	23.039	109.115	30.032	254.048
Turdus_rufiventris	zor_5m_9esc_40gr	5000	9	scaled_photograph	2710	1340	40	15.32	0.926	4.713	1.379	11.679	250	Flor	5184.29	25.067	97.749	28.601	242.226
Turdus_rufiventris	zor_5m_9esc_60gr	5000	9	scaled_photograph	2710	1340	60	15.32	0.986	4.308	1.35	10.32	250	Flor	5184.29	40.894	89.349	27.999	214.04
Turdus_rufiventris	zor_5m_10esc_0gr	5000	10	scaled_photograph	3000	1340	0	18.37	0.952	5.213	NA	12.748	250	Flor	5268.36	20.062	109.873	NA	268.685
Turdus_rufiventris	zor_5m_10esc_20gr	5000	10	scaled_photograph	3000	1340	20	18.37	1.008	5.209	1.219	12.112	250	Flor	5268.36	22.605	109.788	25.692	255.28
Turdus_rufiventris	zor_5m_10esc_40gr	5000	10	scaled_photograph	3000	1340	40	18.37	0.957	4.891	NA	11.43	250	Flor	5268.36	26.327	103.086	NA	240.906
Turdus_rufiventris	zor_5m_10esc_60gr	5000	10	scaled_photograph	3000	1340	60	18.37	0.926	4.127	1.497	10.087	250	Flor	5268.36	39.028	86.983	31.552	212.6
Turdus_rufiventris	zor_5m_11esc_0gr	5000	11	scaled_photograph	3290	1340	0	21.31	1.006	5.367	1.44	12.698	250	Flor	5366.8	21.596	115.232	30.917	272.632
Turdus_rufiventris	zor_5m_11esc_20gr	5000	11	scaled_photograph	3290	1340	20	21.31	0.922	4.683	1.518	11.199	250	Flor	5366.8	21.063	100.546	32.592	240.448
Turdus_rufiventris	zor_5m_11esc_40gr	5000	11	scaled_photograph	3290	1340	40	21.31	0.845	4.255	1.393	10.137	250	Flor	5366.8	23.68	91.357	29.908	217.646
Turdus_rufiventris	zor_5m_11esc_60gr	5000	11	scaled_photograph	3290	1340	60	21.31	0.748	3.217	NA	7.865	208	Flor	5366.8	38.6	83.017	NA	202.963
Turdus_rufiventris	zor_7m_suelo_0gr	7000	0	scaled_photograph	0	1340	0	10.84	0.658	3.783	1.322	9.832	250	Flor	7127.1	18.759	107.864	37.694	280.337
Turdus_rufiventris	zor_7m_suelo_20gr	7000	0	scaled_photograph	0	1340	20	10.84	0.534	3.73	1.384	9.472	250	Flor	7127.1	16.201	106.353	39.462	270.073
Turdus_rufiventris	zor_7m_suelo_40gr	7000	0	scaled_photograph	0	1340	40	10.84	0.419	3.359	1.288	8.905	250	Flor	7127.1	15.593	95.774	36.724	253.906
Turdus_rufiventris	zor_7m_suelo_60gr	7000	0	scaled_photograph	0	1340	60	10.84	0.262	3.053	1.105	8.765	250	Flor	7127.1	14.938	87.049	31.507	249.914
Turdus_rufiventris	zor_7m_1esc_0gr	7000	1	scaled_photograph	390	1340	0	7.73	0.62	3.999	1.275	9.69	250	Flor	7064.17	17.519	113.016	36.033	273.849
Turdus_rufiventris	zor_7m_1esc_20gr	7000	1	scaled_photograph	390	1340	20	7.73	0.646	4.077	1.285	9.749	250	Flor	7064.17	19.425	115.22	36.315	275.516
Turdus_rufiventris	zor_7m_1esc_40gr	7000	1	scaled_photograph	390	1340	40	7.73	0.513	3.425	1.218	8.988	250	Flor	7064.17	18.923	96.794	34.422	254.01
Turdus_rufiventris	zor_7m_1esc_60gr	7000	1	scaled_photograph	390	1340	60	7.73	0.402	3.071	1.155	8.431	250	Flor	7064.17	22.718	86.789	32.641	238.268
Turdus_rufiventris	zor_7m_2esc_0gr	7000	2	scaled_photograph	680	1340	0	5.39	0.673	3.857	1.187	9.829	250	Flor	7031.05	18.928	108.491	33.388	276.475
Turdus_rufiventris	zor_7m_2esc_20gr	7000	2	scaled_photograph	680	1340	20	5.39	0.615	3.817	1.221	9.4	250	Flor	7031.05	18.406	107.366	34.345	264.408
Turdus_rufiventris	zor_7m_2esc_40gr	7000	2	scaled_photograph	680	1340	40	5.39	0.504	3.408	1.256	8.789	250	Flor	7031.05	18.504	95.862	35.329	247.221
Turdus_rufiventris	zor_7m_2esc_60gr	7000	2	scaled_photograph	680	1340	60	5.39	0.423	3.11	1.211	8.533	250	Flor	7031.05	23.793	87.48	34.064	240.02
Turdus_rufiventris	zor_7m_3esc_0gr	7000	3	scaled_photograph	970	1340	0	3.03	0.584	3.898	1.228	9.738	250	Flor	7009.77	16.375	109.313	34.437	273.086
Turdus_rufiventris	zor_7m_3esc_20gr	7000	3	scaled_photograph	970	1340	20	3.03	0.575	3.803	1.303	9.394	250	Flor	7009.77	17.157	106.649	36.54	263.439
Turdus_rufiventris	zor_7m_3esc_40gr	7000	3	scaled_photograph	970	1340	40	3.03	0.572	3.552	1.283	9.083	250	Flor	7009.77	20.937	99.61	35.98	254.718
Turdus_rufiventris	zor_7m_3esc_60gr	7000	3	scaled_photograph	970	1340	60	3.03	0.403	2.919	1.315	8.289	250	Flor	7009.77	22.6	81.859	36.877	232.451
Turdus_rufiventris	zor_7m_4esc_0gr	7000	4	scaled_photograph	1260	1340	0	0.65	0.717	3.979	1.242	9.548	250	Flor	7000.46	20.077	111.436	34.784	267.402
Turdus_rufiventris	zor_7m_4esc_20gr	7000	4	scaled_photograph	1260	1340	20	0.65	0.686	3.86	1.157	9.221	250	Flor	7000.46	20.442	108.104	32.403	258.244
Turdus_rufiventris	zor_7m_4esc_40gr	7000	4	scaled_photograph	1260	1340	40	0.65	0.476	3.272	1.228	8.625	250	Flor	7000.46	17.4	91.636	34.391	241.553
Turdus_rufiventris	zor_7m_4esc_60gr	7000	4	scaled_photograph	1260	1340	60	0.65	0.397	2.731	1.232	7.983	250	Flor	7000.46	22.233	76.485	34.504	223.573
Turdus_rufiventris	zor_7m_5esc_0gr	7000	5	scaled_photograph	1550	1340	0	1.72	0.687	3.955	1.227	9.557	250	Flor	7003.15	19.245	110.807	34.377	267.757
Turdus_rufiventris	zor_7m_5esc_20gr	7000	5	scaled_photograph	1550	1340	20	1.72	0.66	3.869	1.243	9.396	250	Flor	7003.15	19.675	108.397	34.825	263.246
Turdus_rufiventris	zor_7m_5esc_40gr	7000	5	scaled_photograph	1550	1340	40	1.72	0.598	3.548	1.355	9.183	250	Flor	7003.15	21.868	99.404	37.963	257.279
Turdus_rufiventris	zor_7m_5esc_60gr	7000	5	scaled_photograph	1550	1340	60	1.72	0.495	3.101	1.2	8.259	250	Flor	7003.15	27.732	86.88	33.62	231.391
Turdus_rufiventris	zor_7m_6esc_0gr	7000	6	scaled_photograph	1840	1340	0	4.09	0.699	4.074	1.23	9.671	250	Flor	7017.83	19.622	114.38	34.533	271.519
Turdus_rufiventris	zor_7m_6esc_20gr	7000	6	scaled_photograph	1840	1340	20	4.09	0.66	3.925	1.27	9.613	250	Flor	7017.83	19.716	110.197	35.656	269.891
Turdus_rufiventris	zor_7m_6esc_40gr	7000	6	scaled_photograph	1840	1340	40	4.09	0.632	3.854	1.222	9.398	250	Flor	7017.83	23.159	108.203	34.308	263.855
Turdus_rufiventris	zor_7m_6esc_60gr	7000	6	scaled_photograph	1840	1340	60	4.09	0.576	3.451	1.279	8.805	250	Flor	7017.83	32.338	96.889	35.909	247.206
Turdus_rufiventris	zor_7m_7esc_0gr	7000	7	scaled_photograph	2130	1340	0	6.44	0.558	3.503	1.067	8.401	214	Flor	7044.44	18.368	115.329	35.129	276.586
Turdus_rufiventris	zor_7m_7esc_20gr	7000	7	scaled_photograph	2130	1340	20	6.44	0.523	3.143	1.2	7.955	214	Flor	7044.44	18.321	103.477	39.508	261.902
Turdus_rufiventris	zor_7m_7esc_40gr	7000	7	scaled_photograph	2130	1340	40	6.44	0.517	3.071	1.227	7.662	214	Flor	7044.44	22.216	101.106	40.396	252.256
Turdus_rufiventris	zor_7m_7esc_60gr	7000	7	scaled_photograph	2130	1340	60	6.44	0.393	2.547	1.093	6.873	214	Flor	7044.44	25.873	83.855	35.985	226.279
Turdus_rufiventris	zor_7m_8esc_0gr	7000	8	scaled_photograph	2420	1340	0	8.77	0.586	3.364	0.944	8.299	214	Flor	7082.82	19.395	111.356	31.249	274.716
Turdus_rufiventris	zor_7m_8esc_20gr	7000	8	scaled_photograph	2420	1340	20	8.77	0.605	3.248	1.054	8.035	214	Flor	7082.82	21.309	107.516	34.89	265.977
Turdus_rufiventris	zor_7m_8esc_40gr	7000	8	scaled_photograph	2420	1340	40	8.77	0.526	2.968	1.247	7.396	214	Flor	7082.82	22.726	98.248	41.279	244.825
Turdus_rufiventris	zor_7m_8esc_60gr	7000	8	scaled_photograph	2420	1340	60	8.77	0.471	2.317	1.117	6.219	214	Flor	7082.82	31.178	76.698	36.975	205.864
Turdus_rufiventris	zor_7m_9esc_0gr	7000	9	scaled_photograph	2710	1340	0	11.07	0.569	3.597	1.096	8.537	214	Flor	7132.8	18.965	119.909	36.536	284.589
Turdus_rufiventris	zor_7m_9esc_20gr	7000	9	scaled_photograph	2710	1340	20	11.07	0.639	3.437	1.089	8.25	214	Flor	7132.8	22.665	114.576	36.303	275.021
Turdus_rufiventris	zor_7m_9esc_40gr	7000	9	scaled_photograph	2710	1340	40	11.07	0.586	3.043	1.064	7.564	214	Flor	7132.8	25.497	101.441	35.469	252.153
Turdus_rufiventris	zor_7m_9esc_60gr	7000	9	scaled_photograph	2710	1340	60	11.07	0.555	2.623	0.861	6.372	214	Flor	7132.8	36.997	87.44	28.702	212.417
Turdus_rufiventris	zor_7m_10esc_0gr	7000	10	scaled_photograph	3000	1340	0	13.34	0.686	3.715	0.971	9.441	250	Flor	7194.14	19.741	106.921	27.946	271.721
Turdus_rufiventris	zor_7m_10esc_20gr	7000	10	scaled_photograph	3000	1340	20	13.34	0.719	3.587	1.027	8.558	250	Flor	7194.14	22.018	103.237	29.558	246.307
Turdus_rufiventris	zor_7m_10esc_40gr	7000	10	scaled_photograph	3000	1340	40	13.34	0.642	3.088	1.058	7.248	250	Flor	7194.14	24.117	88.876	30.45	208.604
Turdus_rufiventris	zor_7m_10esc_60gr	7000	10	scaled_photograph	3000	1340	60	13.34	0.627	3.148	1.272	7.772	250	Flor	7194.14	36.086	90.602	36.609	223.685
Turdus_rufiventris	zor_7m_11esc_0gr	7000	11	scaled_photograph	3290	1340	0	15.57	0.645	3.776	1.064	9.394	250	Flor	7266.53	18.748	109.77	30.931	273.089
Turdus_rufiventris	zor_7m_11esc_20gr	7000	11	scaled_photograph	3290	1340	20	15.57	0.679	3.781	1.179	9.352	250	Flor	7266.53	21.003	109.916	34.274	271.868
Turdus_rufiventris	zor_7m_11esc_40gr	7000	11	scaled_photograph	3290	1340	40	15.57	0.625	3.522	1.186	8.67	250	Flor	7266.53	23.714	102.387	34.478	252.042
Turdus_rufiventris	zor_7m_11esc_60gr	7000	11	scaled_photograph	3290	1340	60	15.57	0.634	3.303	1.034	7.883	250	Flor	7266.53	36.856	96.02	30.059	229.163
