bird_species	photoID	horiz_dist_mm	escalon	measurement	height_mm	camera_height_mm	angle_degrees	angle_height	bill_length_sensor	wing_length_sensor	tarsus_length_sensor	body_length_sensor	focal_dist_mm	measuredBy	dist_bird_mm	bill_length_mm	wing_length_mm	tarsus_length_mm	body_length_mm
Colaptes_campestris	car_escala	NA	NA	true	NA	NA	NA	NA	NA	NA	NA	NA	NA	Flor	NA	31.216	178.845	45	464.982
Colaptes_campestris	car_3m_suelo_0gr	3000	0	scaled_photograph	0	1340	0	24.07	1.159	6.038	NA	14.077	100	Flor	3285.67	38.081	198.419	NA	462.594
Colaptes_campestris	car_3m_suelo_20gr	3000	0	scaled_photograph	0	1340	20	24.07	1.118	5.825	1.151	13.594	100	Flor	3285.67	36.734	191.419	37.824	446.721
Colaptes_campestris	car_3m_suelo_40gr	3000	0	scaled_photograph	0	1340	40	24.07	0.889	5.41	1.152	12.402	100	Flor	3285.67	29.21	177.782	37.857	407.55
Colaptes_campestris	car_3m_suelo_60gr	3000	0	scaled_photograph	0	1340	60	24.07	0.799	4.863	1.266	11.687	100	Flor	3285.67	26.252	159.806	41.603	384.054
Colaptes_campestris	car_3m_1esc_0gr	3000	1	scaled_photograph	480	1340	0	16	1.213	6.841	NA	15.968	100	Flor	3120.83	37.856	213.529	NA	498.411
Colaptes_campestris	car_3m_1esc_20gr	3000	1	scaled_photograph	480	1340	20	16	1.171	7.168	1.167	14.519	96	Flor	3120.83	38.068	233.058	37.943	472.065
Colaptes_campestris	car_3m_1esc_40gr	3000	1	scaled_photograph	480	1340	40	16	1.062	7.268	1.194	13.733	96	Flor	3120.83	45.068	236.309	38.821	446.51
Colaptes_campestris	car_3m_1esc_60gr	3000	1	scaled_photograph	480	1340	60	16	0.904	5.471	1.24	13.114	96	Flor	3120.83	58.776	177.882	40.317	426.384
Colaptes_campestris	car_3m_2esc_0gr	3000	2	scaled_photograph	770	1340	0	10.76	1.24	6.661	NA	15.838	96	Flor	3053.67	39.443	211.912	NA	503.869
Colaptes_campestris	car_3m_2esc_20gr	3000	2	scaled_photograph	770	1340	20	10.76	1.224	6.556	1.287	15.674	96	Flor	3053.67	41.433	208.572	40.944	498.651
Colaptes_campestris	car_3m_2esc_40gr	3000	2	scaled_photograph	770	1340	40	10.76	1.089	6.328	1.315	14.427	96	Flor	3053.67	45.219	201.318	41.835	458.979
Colaptes_campestris	car_3m_2esc_60gr	3000	2	scaled_photograph	770	1340	60	10.76	0.826	5.871	1.296	13.769	96	Flor	3053.67	52.549	186.779	41.231	438.046
Colaptes_campestris	car_3m_3esc_0gr	3000	3	scaled_photograph	1060	1340	0	5.33	1.225	6.671	NA	15.823	96	Flor	3013.04	38.448	209.407	NA	496.693
Colaptes_campestris	car_3m_3esc_20gr	3000	3	scaled_photograph	1060	1340	20	5.33	1.208	6.857	1.331	15.623	96	Flor	3013.04	40.347	215.245	41.781	490.415
Colaptes_campestris	car_3m_3esc_40gr	3000	3	scaled_photograph	1060	1340	40	5.33	0.988	6.496	1.359	14.576	96	Flor	3013.04	40.48	203.913	42.66	457.549
Colaptes_campestris	car_3m_3esc_60gr	3000	3	scaled_photograph	1060	1340	60	5.33	0.691	6.254	1.359	13.621	96	Flor	3013.04	43.375	196.317	42.66	427.571
Colaptes_campestris	car_3m_4esc_0gr	3000	4	scaled_photograph	1350	1340	0	0.19	1.188	6.746	NA	15.949	96	Flor	3000.02	37.125	210.846	NA	498.485
Colaptes_campestris	car_3m_4esc_20gr	3000	4	scaled_photograph	1350	1340	20	0.19	1.084	6.828	1.22	15.627	96	Flor	3000.02	36.049	213.409	38.131	488.421
Colaptes_campestris	car_3m_4esc_40gr	3000	4	scaled_photograph	1350	1340	40	0.19	0.9	6.664	1.36	14.444	96	Flor	3000.02	36.715	208.283	42.507	451.446
Colaptes_campestris	car_3m_4esc_60gr	3000	4	scaled_photograph	1350	1340	60	0.19	0.602	6.356	1.439	14.414	96	Flor	3000.02	37.625	198.656	44.976	450.509
Colaptes_campestris	car_3m_5esc_0gr	3000	5	scaled_photograph	1640	1340	0	5.71	1.161	6.88	NA	18	96	Flor	3014.96	36.462	216.105	NA	575.6
Colaptes_campestris	car_3m_5esc_20gr	3000	5	scaled_photograph	1640	1340	20	5.71	1	6.774	1.526	15.704	96	Flor	3014.96	33.421	212.776	47.933	493.273
Colaptes_campestris	car_3m_5esc_40gr	3000	5	scaled_photograph	1640	1340	40	5.71	1.036	6.675	1.498	14.167	96	Flor	3014.96	42.473	209.666	47.053	444.995
Colaptes_campestris	car_3m_5esc_60gr	3000	5	scaled_photograph	1640	1340	60	5.71	0.488	6.495	1.434	14.625	96	Flor	3014.96	30.652	204.012	45.043	459.381
Colaptes_campestris	car_3m_6esc_0gr	3000	6	scaled_photograph	1930	1340	0	11.13	1.079	6.225	NA	16.647	96	Flor	3057.47	34.365	198.288	NA	530.265
Colaptes_campestris	car_3m_6esc_20gr	3000	6	scaled_photograph	1930	1340	20	11.13	0.964	6.344	NA	16.177	96	Flor	3057.47	32.672	202.078	NA	515.293
Colaptes_campestris	car_3m_6esc_40gr	3000	6	scaled_photograph	1930	1340	40	11.13	0.849	6.332	1.343	14.242	96	Flor	3057.47	35.298	201.696	42.779	453.657
Colaptes_campestris	car_3m_6esc_60gr	3000	6	scaled_photograph	1930	1340	60	11.13	0.476	6.112	1.236	12.25	96	Flor	3057.47	30.32	194.688	39.371	390.205
Colaptes_campestris	car_3m_7esc_0gr	3000	7	scaled_photograph	2220	1340	0	16.35	1.072	5.417	NA	17.151	109	Flor	3126.4	30.748	155.397	NA	492.01
Colaptes_campestris	car_3m_7esc_20gr	3000	7	scaled_photograph	2220	1340	20	16.35	1.077	5.848	1.117	13.799	109	Flor	3126.4	32.874	167.761	32.043	395.852
Colaptes_campestris	car_3m_7esc_40gr	3000	7	scaled_photograph	2220	1340	40	16.35	0.828	6.055	1.262	14.506	109	Flor	3126.4	31.002	173.7	36.203	416.133
Colaptes_campestris	car_3m_7esc_60gr	3000	7	scaled_photograph	2220	1340	60	16.35	0.698	6.087	1.286	12.161	109	Flor	3126.4	40.041	174.618	36.891	348.862
Colaptes_campestris	car_3m_8esc_0gr	3000	8	scaled_photograph	2510	1340	0	21.31	1.007	5.267	NA	13.068	109	Flor	3220.08	29.749	155.621	NA	386.114
Colaptes_campestris	car_3m_8esc_20gr	3000	8	scaled_photograph	2510	1340	20	21.31	0.964	5.734	NA	13.793	109	Flor	3220.08	30.306	169.42	NA	407.535
Colaptes_campestris	car_3m_8esc_40gr	3000	8	scaled_photograph	2510	1340	40	21.31	0.746	5.855	1.24	12.48	109	Flor	3220.08	28.769	172.995	36.638	368.74
Colaptes_campestris	car_3m_8esc_60gr	3000	8	scaled_photograph	2510	1340	60	21.31	0.442	5.704	1.294	11.826	109	Flor	3220.08	26.115	168.533	38.233	349.417
Colaptes_campestris	car_3m_9esc_0gr	3000	9	scaled_photograph	2800	1340	0	25.95	0.97	5.046	NA	11.932	109	Flor	3336.41	29.691	154.478	NA	365.285
Colaptes_campestris	car_3m_9esc_20gr	3000	9	scaled_photograph	2800	1340	20	25.95	0.958	5.154	0.968	12.213	109	Flor	3336.41	31.206	157.784	29.634	373.887
Colaptes_campestris	car_3m_9esc_40gr	3000	9	scaled_photograph	2800	1340	40	25.95	0.761	5.504	1.208	11.927	109	Flor	3336.41	30.408	168.499	36.982	365.132
Colaptes_campestris	car_3m_9esc_60gr	3000	9	scaled_photograph	2800	1340	60	25.95	0.772	5.512	1.223	12.241	109	Flor	3336.41	47.261	168.744	37.441	374.745
Colaptes_campestris	car_3m_10esc_0gr	3000	10	scaled_photograph	3090	1340	0	30.26	0.983	5.054	NA	12.287	109	Flor	3473.11	31.322	161.062	NA	391.565
Colaptes_campestris	car_3m_10esc_20gr	3000	10	scaled_photograph	3090	1340	20	30.26	0.897	5.237	1.066	11.073	109	Flor	3473.11	30.416	166.894	33.972	352.877
Colaptes_campestris	car_3m_10esc_40gr	3000	10	scaled_photograph	3090	1340	40	30.26	0.764	5.451	1.223	11.749	109	Flor	3473.11	31.778	173.714	38.975	374.42
Colaptes_campestris	car_3m_10esc_60gr	3000	10	scaled_photograph	3090	1340	60	30.26	0.695	5.603	1.183	10.127	109	Flor	3473.11	44.29	178.558	37.7	322.73
Colaptes_campestris	car_3m_11esc_0gr	3000	11	scaled_photograph	3380	1340	0	34.22	0.933	4.557	NA	10.889	109	Flor	3627.89	31.053	151.696	NA	362.478
Colaptes_campestris	car_3m_11esc_20gr	3000	11	scaled_photograph	3380	1340	20	34.22	0.896	4.453	NA	NA	109	Flor	3627.89	31.736	148.234	NA	NA
Colaptes_campestris	car_3m_11esc_40gr	3000	11	scaled_photograph	3380	1340	40	34.22	0.874	4.818	1.016	9.545	109	Flor	3627.89	37.974	160.384	33.821	317.739
Colaptes_campestris	car_3m_11esc_60gr	3000	11	scaled_photograph	3380	1340	60	34.22	0.731	5.254	1.128	9.457	109	Flor	3627.89	48.66	174.898	37.549	314.809
Colaptes_campestris	car_5m_suelo_0gr	5000	0	scaled_photograph	0	1340	0	15	0.847	5.037	NA	11.748	154	Flor	5176.45	28.47	169.336	NA	394.949
Colaptes_campestris	car_5m_suelo_20gr	5000	0	scaled_photograph	0	1340	20	15	0.861	4.876	1.001	11.12	154	Flor	5176.45	30.798	163.923	33.652	373.837
Colaptes_campestris	car_5m_suelo_40gr	5000	0	scaled_photograph	0	1340	40	15	0.743	4.699	1.046	10.492	154	Flor	5176.45	32.602	157.973	35.165	352.724
Colaptes_campestris	car_5m_suelo_60gr	5000	0	scaled_photograph	0	1340	60	15	0.526	4.342	1.088	10.01	154	Flor	5176.45	35.361	145.971	36.577	336.52
Colaptes_campestris	car_5m_1esc_0gr	5000	1	scaled_photograph	480	1340	0	9.76	0.931	5.216	NA	12.342	154	Flor	5073.42	30.671	171.864	NA	406.66
Colaptes_campestris	car_5m_1esc_20gr	5000	1	scaled_photograph	480	1340	20	9.76	0.942	5.178	0.898	12.196	154	Flor	5073.42	33.025	170.612	29.588	401.85
Colaptes_campestris	car_5m_1esc_40gr	5000	1	scaled_photograph	480	1340	40	9.76	0.916	5.281	1.118	11.794	154	Flor	5073.42	39.393	174.005	36.837	388.604
Colaptes_campestris	car_5m_1esc_60gr	5000	1	scaled_photograph	480	1340	60	9.76	0.725	5.119	1.096	11.106	154	Flor	5073.42	47.769	168.668	36.112	365.935
Colaptes_campestris	car_5m_2esc_0gr	5000	2	scaled_photograph	770	1340	0	6.5	0.93	5.241	NA	12.415	154	Flor	5032.39	30.39	171.291	NA	405.757
Colaptes_campestris	car_5m_2esc_20gr	5000	2	scaled_photograph	770	1340	20	6.5	0.945	5.195	NA	12.231	154	Flor	5032.39	32.862	169.787	NA	399.743
Colaptes_campestris	car_5m_2esc_40gr	5000	2	scaled_photograph	770	1340	40	6.5	0.919	5.305	1.023	11.973	154	Flor	5032.39	39.203	173.382	33.435	391.311
Colaptes_campestris	car_5m_2esc_60gr	5000	2	scaled_photograph	770	1340	60	6.5	0.728	5.16	1.1	11.231	154	Flor	5032.39	47.579	168.643	35.951	367.061
Colaptes_campestris	car_5m_3esc_0gr	5000	3	scaled_photograph	1060	1340	0	3.21	1.011	5.515	NA	12.989	154	Flor	5007.83	32.876	179.366	NA	422.446
Colaptes_campestris	car_5m_3esc_20gr	5000	3	scaled_photograph	1060	1340	20	3.21	0.89	5.098	0.788	11.978	154	Flor	5007.83	30.799	165.804	25.628	389.565
Colaptes_campestris	car_5m_3esc_40gr	5000	3	scaled_photograph	1060	1340	40	3.21	0.839	5.21	0.966	11.668	154	Flor	5007.83	35.615	169.447	31.418	379.483
Colaptes_campestris	car_5m_3esc_60gr	5000	3	scaled_photograph	1060	1340	60	3.21	0.632	5.259	1.053	10.928	154	Flor	5007.83	41.103	171.04	34.247	355.415
Colaptes_campestris	car_5m_4esc_0gr	5000	4	scaled_photograph	1350	1340	0	0.11	0.981	5.411	NA	12.959	154	Flor	5000.01	31.851	175.709	NA	420.812
Colaptes_campestris	car_5m_4esc_20gr	5000	4	scaled_photograph	1350	1340	20	0.11	0.991	5.495	NA	12.75	154	Flor	5000.01	34.24	178.437	NA	414.025
Colaptes_campestris	car_5m_4esc_40gr	5000	4	scaled_photograph	1350	1340	40	0.11	0.911	5.556	1.099	12.124	154	Flor	5000.01	38.611	180.417	35.687	393.697
Colaptes_campestris	car_5m_4esc_60gr	5000	4	scaled_photograph	1350	1340	60	0.11	0.723	5.385	1.127	11.722	154	Flor	5000.01	46.948	174.865	36.597	380.643
Colaptes_campestris	car_5m_5esc_0gr	5000	5	scaled_photograph	1640	1340	0	3.43	0.995	5.325	NA	12.938	154	Flor	5008.99	32.363	173.227	NA	420.884
Colaptes_campestris	car_5m_5esc_20gr	5000	5	scaled_photograph	1640	1340	20	3.43	0.977	5.443	NA	12.79	154	Flor	5008.99	33.817	177.066	NA	416.07
Colaptes_campestris	car_5m_5esc_40gr	5000	5	scaled_photograph	1640	1340	40	3.43	0.916	5.481	1.059	12.465	154	Flor	5008.99	38.893	178.302	34.45	405.497
Colaptes_campestris	car_5m_5esc_60gr	5000	5	scaled_photograph	1640	1340	60	3.43	0.745	5.439	1.142	11.678	154	Flor	5008.99	48.464	176.935	37.15	379.896
Colaptes_campestris	car_5m_6esc_0gr	5000	6	scaled_photograph	1930	1340	0	6.73	0.922	5.069	NA	12.252	154	Flor	5034.69	30.143	165.745	NA	400.613
Colaptes_campestris	car_5m_6esc_20gr	5000	6	scaled_photograph	1930	1340	20	6.73	0.954	5.208	NA	12.334	154	Flor	5034.69	33.191	170.29	NA	403.294
Colaptes_campestris	car_5m_6esc_40gr	5000	6	scaled_photograph	1930	1340	40	6.73	0.814	5.313	1.088	11.72	154	Flor	5034.69	34.739	173.723	35.575	383.218
Colaptes_campestris	car_5m_6esc_60gr	5000	6	scaled_photograph	1930	1340	60	6.73	0.618	5.336	1.011	11.135	154	Flor	5034.69	40.408	174.475	33.057	364.09
Colaptes_campestris	car_5m_7esc_0gr	5000	7	scaled_photograph	2220	1340	0	9.98	0.904	4.983	NA	12.395	154	Flor	5076.85	29.802	164.297	NA	408.683
Colaptes_campestris	car_5m_7esc_20gr	5000	7	scaled_photograph	2220	1340	20	9.98	1.15	6.293	NA	14.886	194	Flor	5076.85	32.026	164.709	NA	389.616
Colaptes_campestris	car_5m_7esc_40gr	5000	7	scaled_photograph	2220	1340	40	9.98	0.995	6.484	1.294	14.085	194	Flor	5076.85	33.991	169.708	33.868	368.651
Colaptes_campestris	car_5m_7esc_60gr	5000	7	scaled_photograph	2220	1340	60	9.98	0.742	6.405	1.277	13.466	194	Flor	5076.85	38.835	167.64	33.423	352.45
Colaptes_campestris	car_5m_8esc_0gr	5000	8	scaled_photograph	2510	1340	0	13.17	1.104	5.906	NA	15.222	194	Flor	5135.07	29.222	156.352	NA	402.979
Colaptes_campestris	car_5m_8esc_20gr	5000	8	scaled_photograph	2510	1340	20	13.17	1.077	6.348	1.159	14.849	194	Flor	5135.07	30.337	168.053	30.683	393.104
Colaptes_campestris	car_5m_8esc_40gr	5000	8	scaled_photograph	2510	1340	40	13.17	1.026	6.554	1.347	14.356	194	Flor	5135.07	35.452	173.507	35.66	380.053
Colaptes_campestris	car_5m_8esc_60gr	5000	8	scaled_photograph	2510	1340	60	13.17	0.944	6.519	1.298	13.729	194	Flor	5135.07	49.974	172.58	34.363	363.454
Colaptes_campestris	car_5m_9esc_0gr	5000	9	scaled_photograph	2800	1340	0	16.28	1.123	5.826	NA	15.044	194	Flor	5208.8	30.152	156.449	NA	403.985
Colaptes_campestris	car_5m_9esc_20gr	5000	9	scaled_photograph	2800	1340	20	16.28	1.132	6.186	1.16	14.814	194	Flor	5208.8	32.344	166.116	31.15	397.809
Colaptes_campestris	car_5m_9esc_40gr	5000	9	scaled_photograph	2800	1340	40	16.28	0.88	6.521	1.269	13.584	194	Flor	5208.8	30.844	175.112	34.077	364.779
Colaptes_campestris	car_5m_9esc_60gr	5000	9	scaled_photograph	2800	1340	60	16.28	0.719	6.468	1.315	13.088	194	Flor	5208.8	38.61	173.689	35.312	351.46
Colaptes_campestris	car_5m_10esc_0gr	5000	10	scaled_photograph	3090	1340	0	19.29	1.15	6.138	NA	16.355	214	Flor	5297.41	28.467	151.965	NA	404.917
Colaptes_campestris	car_5m_10esc_20gr	5000	10	scaled_photograph	3090	1340	20	19.29	1.264	6.874	NA	16.236	214	Flor	5297.41	33.297	170.186	NA	401.971
Colaptes_campestris	car_5m_10esc_40gr	5000	10	scaled_photograph	3090	1340	40	19.29	1.069	6.995	1.47	14.924	214	Flor	5297.41	34.544	173.182	36.394	369.488
Colaptes_campestris	car_5m_10esc_60gr	5000	10	scaled_photograph	3090	1340	60	19.29	0.914	7.112	1.529	15.019	214	Flor	5297.41	45.251	176.079	37.855	371.84
Colaptes_campestris	car_5m_11esc_0gr	5000	11	scaled_photograph	3380	1340	0	22.2	1.237	6.626	NA	16.382	214	Flor	5400.15	31.215	167.228	NA	413.452
Colaptes_campestris	car_5m_11esc_20gr	5000	11	scaled_photograph	3380	1340	20	22.2	1.251	6.921	1.339	16.303	214	Flor	5400.15	33.594	174.673	33.794	411.458
Colaptes_campestris	car_5m_11esc_40gr	5000	11	scaled_photograph	3380	1340	40	22.2	1.151	6.972	1.483	15.47	214	Flor	5400.15	37.915	175.961	37.428	390.435
Colaptes_campestris	car_5m_11esc_60gr	5000	11	scaled_photograph	3380	1340	60	22.2	0.953	7.08	1.382	14.708	214	Flor	5400.15	48.097	178.686	34.879	371.203
Colaptes_campestris	car_7m_suelo_0gr	7000	0	scaled_photograph	0	1340	0	10.84	0.967	5.229	NA	12.251	208	Flor	7127.1	33.134	179.199	NA	419.843
Colaptes_campestris	car_7m_suelo_20gr	7000	0	scaled_photograph	0	1340	20	10.84	0.911	5.181	1.052	11.743	208	Flor	7127.1	33.219	177.554	36.052	402.434
Colaptes_campestris	car_7m_suelo_40gr	7000	0	scaled_photograph	0	1340	40	10.84	0.749	5.017	1.154	11.161	208	Flor	7127.1	33.503	171.933	39.548	382.489
Colaptes_campestris	car_7m_suelo_60gr	7000	0	scaled_photograph	0	1340	60	10.84	0.542	4.67	1.129	10.505	208	Flor	7127.1	37.143	160.042	38.691	360.008
Colaptes_campestris	car_7m_1esc_0gr	7000	1	scaled_photograph	480	1340	0	7	0.937	4.984	NA	11.948	208	Flor	7052.63	31.771	169.018	NA	405.181
Colaptes_campestris	car_7m_1esc_20gr	7000	1	scaled_photograph	480	1340	20	7	0.911	5.083	1.042	11.741	208	Flor	7052.63	32.872	172.375	35.336	398.161
Colaptes_campestris	car_7m_1esc_40gr	7000	1	scaled_photograph	480	1340	40	7	0.724	5.187	1.101	11.149	208	Flor	7052.63	32.046	175.902	37.337	378.085
Colaptes_campestris	car_7m_1esc_60gr	7000	1	scaled_photograph	480	1340	60	7	0.426	5.044	1.075	10.263	208	Flor	7052.63	28.889	171.052	36.455	348.039
Colaptes_campestris	car_7m_2esc_0gr	7000	2	scaled_photograph	770	1340	0	4.66	0.979	5.024	NA	12.338	208	Flor	7023.17	33.056	169.662	NA	416.659
Colaptes_campestris	car_7m_2esc_20gr	7000	2	scaled_photograph	770	1340	20	4.66	0.939	5.213	NA	12.645	208	Flor	7023.17	33.74	176.045	NA	427.026
Colaptes_campestris	car_7m_2esc_40gr	7000	2	scaled_photograph	770	1340	40	4.66	0.768	5.353	1.099	11.724	208	Flor	7023.17	33.851	180.773	37.114	395.924
Colaptes_campestris	car_7m_2esc_60gr	7000	2	scaled_photograph	770	1340	60	4.66	0.592	5.282	1.212	11.057	208	Flor	7023.17	39.978	178.375	40.93	373.399
Colaptes_campestris	car_7m_3esc_0gr	7000	3	scaled_photograph	1060	1340	0	2.29	0.974	5.355	NA	15.245	208	Flor	7005.6	32.805	180.388	NA	513.541
Colaptes_campestris	car_7m_3esc_20gr	7000	3	scaled_photograph	1060	1340	20	2.29	0.961	5.362	NA	14.974	208	Flor	7005.6	34.444	180.624	NA	504.413
Colaptes_campestris	car_7m_3esc_40gr	7000	3	scaled_photograph	1060	1340	40	2.29	0.815	6.087	1.263	13.542	208	Flor	7005.6	35.833	205.046	42.545	456.174
Colaptes_campestris	car_7m_3esc_60gr	7000	3	scaled_photograph	1060	1340	60	2.29	0.861	5.36	1.265	13.201	208	Flor	7005.6	57.998	180.556	42.613	444.687
Colaptes_campestris	car_7m_4esc_0gr	7000	4	scaled_photograph	1350	1340	0	0.08	0.963	5.34	NA	14.531	208	Flor	7000.01	32.409	179.739	NA	489.099
Colaptes_campestris	car_7m_4esc_20gr	7000	4	scaled_photograph	1350	1340	20	0.08	0.949	5.352	0.678	16.12	208	Flor	7000.01	33.987	180.143	22.821	542.583
Colaptes_campestris	car_7m_4esc_40gr	7000	4	scaled_photograph	1350	1340	40	0.08	0.889	5.392	1.155	13.436	208	Flor	7000.01	39.056	181.489	38.876	452.242
Colaptes_campestris	car_7m_4esc_60gr	7000	4	scaled_photograph	1350	1340	60	0.08	0.683	5.258	1.153	13.521	208	Flor	7000.01	45.971	176.979	38.809	455.103
Colaptes_campestris	car_7m_5esc_0gr	7000	5	scaled_photograph	1640	1340	0	2.45	0.948	5.274	NA	14.715	208	Flor	7006.43	31.933	177.68	NA	495.746
Colaptes_campestris	car_7m_5esc_20gr	7000	5	scaled_photograph	1640	1340	20	2.45	0.956	5.293	NA	14.154	208	Flor	7006.43	34.269	178.32	NA	476.846
Colaptes_campestris	car_7m_5esc_40gr	7000	5	scaled_photograph	1640	1340	40	2.45	0.86	5.463	1.233	13.236	208	Flor	7006.43	37.816	184.048	41.54	445.919
Colaptes_campestris	car_7m_5esc_60gr	7000	5	scaled_photograph	1640	1340	60	2.45	0.64	5.258	1.201	11.407	208	Flor	7006.43	43.116	177.141	40.462	384.3
Colaptes_campestris	car_7m_6esc_0gr	7000	6	scaled_photograph	1930	1340	0	4.82	1.016	5.19	NA	14.382	208	Flor	7024.82	34.314	175.309	NA	485.8
Colaptes_campestris	car_7m_6esc_20gr	7000	6	scaled_photograph	1930	1340	20	4.82	0.924	5.295	NA	12.46	208	Flor	7024.82	33.209	178.856	NA	420.878
Colaptes_campestris	car_7m_6esc_40gr	7000	6	scaled_photograph	1930	1340	40	4.82	0.818	5.399	1.126	13.73	208	Flor	7024.82	36.064	182.369	38.034	463.776
Colaptes_campestris	car_7m_6esc_60gr	7000	6	scaled_photograph	1930	1340	60	4.82	0.632	5.276	1.147	14.122	208	Flor	7024.82	42.689	178.214	38.744	477.017
Colaptes_campestris	car_7m_7esc_0gr	7000	7	scaled_photograph	2220	1340	0	7.17	0.972	6.156	NA	14.664	250	Flor	7055.1	27.43	173.751	NA	413.887
Colaptes_campestris	car_7m_7esc_20gr	7000	7	scaled_photograph	2220	1340	20	7.17	1.113	6.109	1.329	14.691	250	Flor	7055.1	33.425	172.425	37.511	414.649
Colaptes_campestris	car_7m_7esc_40gr	7000	7	scaled_photograph	2220	1340	40	7.17	1.014	6.176	1.345	13.814	250	Flor	7055.1	37.355	174.316	37.962	389.896
Colaptes_campestris	car_7m_7esc_60gr	7000	7	scaled_photograph	2220	1340	60	7.17	0.86	6.092	1.335	13.787	250	Flor	7055.1	48.539	171.945	37.68	389.134
Colaptes_campestris	car_7m_8esc_0gr	7000	8	scaled_photograph	2510	1340	0	9.49	1.024	5.877	NA	14.731	250	Flor	7097.11	29.07	166.864	NA	418.254
Colaptes_campestris	car_7m_8esc_20gr	7000	8	scaled_photograph	2510	1340	20	9.49	1.082	5.895	1.384	15.161	250	Flor	7097.11	32.688	167.375	39.296	430.462
Colaptes_campestris	car_7m_8esc_40gr	7000	8	scaled_photograph	2510	1340	40	9.49	0.964	5.91	1.375	13.688	250	Flor	7097.11	35.724	167.801	39.04	388.64
Colaptes_campestris	car_7m_8esc_60gr	7000	8	scaled_photograph	2510	1340	60	9.49	0.861	5.944	1.266	13.27	250	Flor	7097.11	48.885	168.766	35.945	376.772
Colaptes_campestris	car_7m_9esc_0gr	7000	9	scaled_photograph	2800	1340	0	11.78	0.914	6.139	NA	15.945	250	Flor	7150.64	26.143	175.618	NA	456.137
Colaptes_campestris	car_7m_9esc_20gr	7000	9	scaled_photograph	2800	1340	20	11.78	1.12	6.095	1.256	14.131	250	Flor	7150.64	34.091	174.359	35.93	404.244
Colaptes_campestris	car_7m_9esc_40gr	7000	9	scaled_photograph	2800	1340	40	11.78	1.053	6.073	1.365	16.061	250	Flor	7150.64	39.317	173.73	39.048	459.455
Colaptes_campestris	car_7m_9esc_60gr	7000	9	scaled_photograph	2800	1340	60	11.78	1.028	5.984	1.311	13.762	250	Flor	7150.64	58.807	171.184	37.504	393.688
Colaptes_campestris	car_7m_10esc_0gr	7000	10	scaled_photograph	3090	1340	0	14.04	1.049	5.995	NA	14.136	250	Flor	7215.43	30.276	173.052	NA	408.052
Colaptes_campestris	car_7m_10esc_20gr	7000	10	scaled_photograph	3090	1340	20	14.04	1.111	6.03	1.187	14.564	250	Flor	7215.43	34.123	174.063	34.264	420.406
Colaptes_campestris	car_7m_10esc_40gr	7000	10	scaled_photograph	3090	1340	40	14.04	1.062	5.973	1.294	15.227	250	Flor	7215.43	40.012	172.417	37.353	439.545
Colaptes_campestris	car_7m_10esc_60gr	7000	10	scaled_photograph	3090	1340	60	14.04	1.058	5.97	1.346	15.709	250	Flor	7215.43	61.071	172.331	38.854	453.458
Colaptes_campestris	car_7m_11esc_0gr	7000	11	scaled_photograph	3380	1340	0	16.25	0.993	5.939	NA	13.875	250	Flor	7291.2	28.961	173.236	NA	404.723
Colaptes_campestris	car_7m_11esc_20gr	7000	11	scaled_photograph	3380	1340	20	16.25	1.038	5.807	1.251	14.568	250	Flor	7291.2	32.216	169.386	36.491	424.938
Colaptes_campestris	car_7m_11esc_40gr	7000	11	scaled_photograph	3380	1340	40	16.25	1.004	5.883	NA	13.581	250	Flor	7291.2	38.224	171.603	NA	396.147
Colaptes_campestris	car_7m_11esc_60gr	7000	11	scaled_photograph	3380	1340	60	16.25	0.92	5.879	1.255	1.648	250	Flor	7291.2	53.663	171.486	36.607	48.071
Milvago_chimango	ch_escala	NA	NA	true	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eva	NA	22.384	290.589	57.059	408.836
Milvago_chimango	ch_3m_suelo_0gr	3000	0	scaled_photograph	0	1340	0	24.07	0.893	8.586	1.98	13.175	100	Eva	3285.67	29.345	282.137	65.058	432.963
Milvago_chimango	ch_3m_suelo_20gr	3000	0	scaled_photograph	0	1340	20	24.07	0.847	9.651	1.896	14.027	100	Eva	3285.67	29.623	317.153	62.32	460.949
Milvago_chimango	ch_3m_suelo_40gr	3000	0	scaled_photograph	0	1340	40	24.07	0.779	10.499	1.728	14.399	100	Eva	3285.67	33.405	345.027	56.776	473.165
Milvago_chimango	ch_3m_suelo_60gr	3000	0	scaled_photograph	0	1340	60	24.07	0.61	10.741	1.597	14.184	100	Eva	3285.67	40.073	352.951	52.484	466.101
Milvago_chimango	ch_3m_1esc_0gr	3000	1	scaled_photograph	440	1340	0	16.7	0.839	10.527	2.186	14.832	100	Eva	3132.09	26.29	329.753	68.473	464.622
Milvago_chimango	ch_3m_1esc_20gr	3000	1	scaled_photograph	440	1340	20	16.7	0.732	10.291	2.102	15.023	100	Eva	3132.09	24.407	322.369	65.831	470.61
Milvago_chimango	ch_3m_1esc_40gr	3000	1	scaled_photograph	440	1340	40	16.7	0.568	11.1	2.051	14.715	100	Eva	3132.09	23.223	347.705	64.244	460.968
Milvago_chimango	ch_3m_1esc_60gr	3000	1	scaled_photograph	440	1340	60	16.7	0.474	10.908	1.795	13.725	100	Eva	3132.09	29.72	341.696	56.243	429.954
